ship "Bactrian (Jenkized)"
	sprite "ship/bactrian"
	thumbnail "thumbnail/bactrian"
	attributes
		licenses
			City-Ship
		category "Utility"
		"cost" 17600000
		"shields" 17500
		"hull" 8600
		"required crew" 70
		"bunks" 76
		"mass" 940
		"drag" 16.1
		"heat dissipation" .4
		"fuel capacity" 700
		"cargo space" 530
		"outfit space" 740
		"weapon capacity" 300
		"engine capacity" 180
		weapon
			"blast radius" 260
			"shield damage" 2600
			"hull damage" 1300
			"hit force" 3900
	outfits
		"Sidewinder Missile Launcher" 2
		"Sidewinder Missile" 90
		"Torpedo Launcher" 2
		"Torpedo" 60
		"Heavy Laser Turret" 4
		"Heavy Anti-Missile Turret" 2
		
		"Fusion Reactor"
		"LP144a Battery Pack"
		"D94-YV Shield Generator"
		"Large Radar Jammer"
		"Ramscoop"
		"Laser Rifle" 15
		
		"X4700 Ion Thruster"
		"X5200 Ion Steering"
		"Hyperdrive"
		
	engine 18.5 232
	engine -15 232
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	explode "small explosion" 10
	explode "medium explosion" 30
	explode "large explosion" 20
	explode "huge explosion" 5
	"final explode" "final explosion large"
	description `The Spire is the largest passenger transport in Coalition space, able to carry nearly three hundred individuals... as long as they're comfortable staying in the tiny bunk rooms that are primarily designed to meet the needs of a Kimek. Most of the ceilings are too short for a Saryd to stand up straight, and the beds are too small for an Arach to stretch their legs out comfortably.`

ship "Kimek Thorn (Jenkized)"
	sprite "ship/kimek thorn"
	thumbnail "thumbnail/kimek thorn"
	attributes
		category "Transport"
		licenses
			Coalition
		"cost" 440000
		"shields" 1400
		"hull" 800
		"required crew" 1
		"bunks" 1
		"mass" 80
		"drag" 1.8
		"heat dissipation" .80
		"fuel capacity" 600
		"cargo space" 13
		"outfit space" 133
		"weapon capacity" 40
		"engine capacity" 38
		weapon
			"blast radius" 14
			"shield damage" 140
			"hull damage" 70
			"hit force" 210
	outfits
		"Small Collector Module"
		"Small Battery Module"
		"Small Shield Module"
		
		"Small Thrust Module" 2
		"Small Steering Module" 2
		"Hyperdrive"
		
	engine -8 41 .7
	engine 0 43 1
	engine 8 41 .7
	gun -8 -23
	gun 8 -23
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	bay "Jenkins" 0 0
	explode "tiny explosion" 10
	explode "small explosion" 5
	"final explode" "final explosion small"
	description `The Thorn is the Kimek equivalent of a shuttle, and thanks to their speed and maneuverability they are used throughout Coalition space for transferring passengers from one ship to another or from a planet into orbit.`


ship "Shuttle (Jenkized)"
	sprite "ship/shuttle"
		"frame time" 4
		"delay" 14
		"random start frame"
	thumbnail "thumbnail/shuttle"
	attributes
		category "Transport"
		"cost" 180000
		"shields" 500
		"hull" 600
		"required crew" 1
		"bunks" 1
		"mass" 67
		"drag" 1.7
		"heat dissipation" .8
		"fuel capacity" 400
		"cargo space" 20
		"outfit space" 120
		"weapon capacity" 10
		"engine capacity" 60
		weapon
			"blast radius" 12
			"shield damage" 120
			"hull damage" 60
			"hit force" 180
	outfits
		"nGVF-AA Fuel Cell"
		"LP036a Battery Pack"
		"D14-RN Shield Generator"
		
		"X2700 Ion Thruster"
		"X2200 Ion Steering"
		"Hyperdrive"
		
	engine -6 30
	engine 6 30
	gun 0 -31
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	bay "Jenkins" 0 8
	leak "leak" 60 50
	explode "tiny explosion" 10
	explode "small explosion" 5
	description "Although Betelgeuse Shipyards produces other ship models as well, the majority of their profits come from sales of the Shuttle. This versatile ship serves equally well as a passenger transport or a cargo courier. It also happens to be the cheapest ship you can buy which is capable of hyperspace travel."
	description `	Shuttles are not designed to withstand combat of any sort, but they are fast and maneuverable enough to get out of harm's way if attacked by a larger, slower ship. Although they are typically unarmed, they have enough space for one weapon, which is the origin of the popular phrase, "as useless as a blaster cannon on a shuttlecraft."`
	description `	This augmented version of the shuttle carries up to 10 Jenkinses for crew-to-ship combat.`


ship "Star Queen (Jenkized)"
	sprite "ship/star queen"
	thumbnail "thumbnail/star queen"
	attributes
		category "Space Liner"
		"cost" 5500000
		"shields" 4100
		"hull" 2200
		"required crew" 41
		"bunks" 43
		"mass" 230
		"drag" 4.5
		"heat dissipation" .65
		"fuel capacity" 700
		"cargo space" 60
		"outfit space" 360
		"weapon capacity" 120
		"engine capacity" 100
		weapon
			"blast radius" 60
			"shield damage" 600
			"hull damage" 300
			"hit force" 900
	outfits
		"Sidewinder Missile Launcher" 2
		"Sidewinder Missile" 90
		"Heavy Anti-Missile Turret" 2
		
		"KP-6 Photovoltaic Array" 4
		"LP036a Battery Pack"
		"D94-YV Shield Generator"
		"Small Radar Jammer" 3
		"Luxury Accommodations"
		
		"X3700 Ion Thruster"
		"X2200 Ion Steering"
		"AR120 Reverse Thruster"
		"Hyperdrive"
		
	engine -18.5 115
	engine 18.5 115
	"reverse engine" -19 51
		over
	"reverse engine" 19 51
		over
	gun 0 -113
	gun -24 -76 "Sidewinder Missile Launcher"
	gun 24 -76 "Sidewinder Missile Launcher"
	turret -21.5 2.5 "Heavy Anti-Missile Turret"
	turret 21.5 2.5 "Heavy Anti-Missile Turret"
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" -20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	bay "Jenkins" 20.5 33
	leak "leak" 50 50
	leak "big leak" 80 30
	explode "tiny explosion" 10
	explode "small explosion" 25
	explode "medium explosion" 25
	explode "large explosion" 10
	"final explode" "final explosion medium"
	description "The Star Queen is a relic of a more peaceful period of galactic history: a luxury liner for high-end tourists. Every cabin has its own mini-bar, and the bathrooms have marble tile and showers that use actual hot water instead of chemicals or sonic vibrations."
	description "	In support of environmental movements across the galaxy, all Star Queens come standard with an array of solar panels as their only source of energy as opposed to more popular power generators such as fuel cells or nuclear reactors that produce some amount of waste. Although some argue that this is a pointless move given the prevalence of clean fusion reactors, others have applauded it and cited the prohibitive costs of fusion reactors as a reason for using solar panels."

